worker_id,timestamp,ambient_temp_c,uv_index,gas_ppm,noise_db,body_temp_c,heart_rate_bpm,baseline_hr_bpm,baseline_body_temp_c,hr_deviation_pct,body_temp_deviation_pct,risk_level
W070,04/06/2025 16:05,27.74,0.87,119.68,59.29,36.87,85.2,74.1,37.92,14.98,-2.77,Warning
W029,04/06/2025 16:05,27,1.18,106.14,60.11,35.93,73.9,67.2,35.59,9.97,0.96,Warning
W075,04/06/2025 16:06,19.16,0.32,55.88,62.49,34.89,74.9,66.3,35.84,12.97,-2.65,Safe
W055,04/06/2025 16:06,21.06,1.75,35.56,55.6,34.5,34.7,70.7,35.23,-50.92,-2.07,Critical
W070,04/06/2025 16:07,22.91,2.18,37.85,71.68,38.91,78.9,74.1,37.92,6.48,2.61,Safe
W088,04/06/2025 16:07,18.31,0.47,27.59,65.56,36.48,78.1,81.1,35.52,-3.7,2.7,Safe
W079,04/06/2025 16:08,18.9,0.41,90.29,53.57,38.22,77.3,81.8,37.28,-5.5,2.52,Safe
W040,04/06/2025 16:08,24.36,1.21,72.63,66.8,35.75,49.9,74,35.35,-32.57,1.13,Critical
W058,04/06/2025 16:09,26.22,1.51,368.48,55.68,38.15,80.3,80.8,37.61,-0.62,1.44,Critical
W008,04/06/2025 16:09,21.13,1.92,229.65,67.53,35.09,69,69.5,35.55,-0.72,-1.29,Warning
W017,04/06/2025 16:10,20.6,1.81,158.76,71.66,37.75,62.8,66.6,37.85,-5.71,-0.26,Warning
W012,04/06/2025 16:10,19.46,2.68,25.33,78.06,35.05,73,72.3,36.1,0.97,-2.91,Safe
W060,04/06/2025 16:11,24.27,1.81,87.04,65.45,36.45,90.1,87.3,36.62,3.21,-0.46,Safe
W032,04/06/2025 16:11,24.63,1.28,69.44,72.29,35.45,104.3,85.7,36.07,21.7,-1.72,Warning
W042,04/06/2025 16:12,37.94,1.71,127.12,71.79,35.29,78.6,73.3,35.19,7.23,0.28,Critical
W080,04/06/2025 16:12,24.05,1.16,50.03,71.01,38.14,45.5,70.9,37.18,-35.83,2.58,Critical
W054,04/06/2025 16:13,26.51,0.73,102.85,66.95,35.98,71.3,75.3,37.27,-5.31,-3.46,Safe
W053,04/06/2025 16:13,26.43,1.16,188.32,55.11,36.5,83.3,87.7,35.75,-5.02,2.1,Warning
W036,04/06/2025 16:14,25.76,2.65,127.57,67.36,35.17,93,84.3,35.6,10.32,-1.21,Safe
W076,04/06/2025 16:14,23.93,1.49,84.24,73.16,35.24,111.1,87.7,35.72,26.68,-1.34,Warning
W018,04/06/2025 16:15,30.17,2.55,108.66,70.5,38.16,91.7,89.1,37.43,2.92,1.95,Warning
W060,04/06/2025 16:15,25.64,0.78,27.95,53.44,36.49,77.5,87.3,36.62,-11.23,-0.35,Safe
W027,04/06/2025 16:16,23.3,1.84,46.69,66.88,36.81,97.6,88.5,37.68,10.28,-2.31,Safe
W075,04/06/2025 16:16,24.64,1.32,123.58,65.13,33.49,72.7,66.3,35.84,9.65,-6.56,Warning
W078,04/06/2025 16:17,24.75,1.87,112.11,71.55,36.33,78.3,89.6,35.73,-12.61,1.68,Safe
W017,04/06/2025 16:17,19.42,1.45,107.8,57.54,39.1,62.9,66.6,37.85,-5.56,3.3,Safe
W045,04/06/2025 16:18,18.43,1.37,44.68,62.78,35.62,76.7,87.2,36.42,-12.04,-2.2,Safe
W009,04/06/2025 16:18,29.01,2.48,46.3,72.39,37.42,78.4,72.6,36.57,7.99,2.32,Warning
W003,04/06/2025 16:19,32.37,1.84,35.53,64,35.69,63.8,68.9,35.47,-7.4,0.62,Warning
W009,04/06/2025 16:19,19.84,1.3,51,76.16,35.95,80.2,72.6,36.57,10.47,-1.7,Safe
W030,04/06/2025 16:20,25.64,1.68,63.92,72.53,34.97,59.4,66.1,35.98,-10.14,-2.81,Safe
W070,04/06/2025 16:20,21.31,3.92,55.38,66.75,36.97,76,74.1,37.92,2.56,-2.51,Warning
W084,04/06/2025 16:21,22.93,1.41,26.08,56.65,36.66,75.1,73,35.56,2.88,3.09,Safe
W080,04/06/2025 16:21,21.31,2.1,117.94,60.56,34.94,74.5,70.9,37.18,5.08,-6.02,Warning
W050,04/06/2025 16:22,22.26,2.09,292.36,68.74,36.14,59.1,65.6,35.32,-9.91,2.32,Warning
W027,04/06/2025 16:22,34.32,0.62,103.52,60.64,38.48,83.5,88.5,37.68,-5.65,2.12,Warning
W056,04/06/2025 16:23,30.99,0.54,69.96,69.86,36.37,77.2,72.2,35.48,6.93,2.51,Warning
W076,04/06/2025 16:23,28.5,0.72,69.15,63.55,36.36,104.2,87.7,35.72,18.81,1.79,Warning
W021,04/06/2025 16:24,27.57,0.77,121.81,75.86,35.41,65.4,68.1,36.49,-3.96,-2.96,Warning
W002,04/06/2025 16:24,23.24,12.65,111.46,57.37,37.06,84.1,83.3,36.8,0.96,0.71,Critical
W068,04/06/2025 16:25,30.18,2.09,107.4,73.31,37.04,106.2,88.6,35.97,19.86,2.97,Warning
W048,04/06/2025 16:25,21.52,1.6,278.75,72.6,35.85,90.1,84.3,36.48,6.88,-1.73,Warning
W088,04/06/2025 16:26,25.44,1.46,261.08,62.71,36.48,78.9,81.1,35.52,-2.71,2.7,Warning
W002,04/06/2025 16:26,21.13,1.78,141.4,81.31,36.26,87.4,83.3,36.8,4.92,-1.47,Warning
W044,04/06/2025 16:27,20.78,2.1,95.94,56.9,37.74,125.8,83.2,36.91,51.2,2.25,Critical
W074,04/06/2025 16:27,23.02,1.52,51.91,61.52,35.1,86.1,80.2,36.51,7.36,-3.86,Safe
W064,04/06/2025 16:28,36.61,1.23,251.95,75.11,37.15,121.5,85.5,37.58,42.11,-1.14,Critical
W038,04/06/2025 16:28,23.51,0.48,48.74,79.57,36.4,90.4,82.7,37.19,9.31,-2.12,Safe
W026,04/06/2025 16:29,21.98,0.75,105.52,72.09,38.23,79.6,89.2,37.33,-10.76,2.41,Safe
W080,04/06/2025 16:29,31.81,0.72,59.86,56.44,36.49,83.7,70.9,37.18,18.05,-1.86,Warning
W082,04/06/2025 16:30,23.85,1.01,35.07,75.7,32.09,72.9,80.8,36.61,-9.78,-12.35,Critical
W063,04/06/2025 16:30,25.34,2.76,106.57,63.8,35.65,68,70.7,36.28,-3.82,-1.74,Safe
W083,04/06/2025 16:31,22.63,1.82,112.2,59.77,37.6,100.1,67.3,37.51,48.74,0.24,Critical
W014,04/06/2025 16:31,37,0.74,265.81,70.19,35.56,89.8,70,36.54,28.29,-2.68,Critical
W023,04/06/2025 16:32,19.9,1.73,58.41,56.51,37.44,80.3,71.5,36.99,12.31,1.22,Safe
W002,04/06/2025 16:32,23.48,0.75,54.35,65.64,39.89,79.4,83.3,36.8,-4.68,8.4,Critical
W029,04/06/2025 16:33,26.19,1.99,107.23,81.38,36.12,63,67.2,35.59,-6.25,1.49,Warning
W056,04/06/2025 16:33,23.88,3.48,31.82,56.3,34.47,76.1,72.2,35.48,5.4,-2.85,Warning
W005,04/06/2025 16:34,23.09,1.34,128.85,63.54,38.07,54.6,80,37.12,-31.75,2.56,Critical
W015,04/06/2025 16:34,24.72,10.7,111.02,68.85,34.53,83.3,79.8,35.14,4.39,-1.74,Critical
W078,04/06/2025 16:35,24.35,1.58,59.25,65.3,36.08,42.7,89.6,35.73,-52.34,0.98,Critical
W071,04/06/2025 16:35,21.08,0.64,125.25,83.27,35.85,81.6,89.1,35.76,-8.42,0.25,Warning
W073,04/06/2025 16:36,26.08,0.14,35.4,60.39,34.75,70.7,72.1,35.11,-1.94,-1.03,Safe
W075,04/06/2025 16:36,24.39,2.72,121.91,58.91,35.98,99.9,66.3,35.84,50.68,0.39,Critical
W028,04/06/2025 16:37,22.36,0.91,53.43,74.45,37.25,85,79.9,37.77,6.38,-1.38,Safe
W079,04/06/2025 16:37,21.98,1.82,80.31,69.56,38.03,73.7,81.8,37.28,-9.9,2.01,Safe
W087,04/06/2025 16:38,33.04,0.73,321,72.24,34.76,111.8,77.8,35.68,43.7,-2.58,Critical
W053,04/06/2025 16:38,25.27,2.48,116.78,55.11,35.38,134,87.7,35.75,52.79,-1.03,Critical
W034,04/06/2025 16:39,22.55,0.15,48.79,57.12,36.11,73.6,68.5,37.41,7.45,-3.48,Safe
W087,04/06/2025 16:39,24.36,1.91,94.33,84.75,36.05,72.8,77.8,35.68,-6.43,1.04,Warning
W022,04/06/2025 16:40,31.9,1.17,60.41,58.55,38.05,59.6,65.9,37.73,-9.56,0.85,Warning
W010,04/06/2025 16:40,22.04,2.75,150.89,69.86,36.42,72.9,75.8,35.87,-3.83,1.53,Warning
W038,04/06/2025 16:41,24.86,1.12,87.3,78.95,36.49,99.1,82.7,37.19,19.83,-1.88,Warning
W017,04/06/2025 16:41,30.94,2.56,37.37,62.09,37.11,66.4,66.6,37.85,-0.3,-1.96,Warning
W089,04/06/2025 16:42,24.9,1.08,90.84,67.26,37.51,80,82.3,36.16,-2.79,3.73,Safe
W069,04/06/2025 16:42,21.04,0.1,140.08,75.3,35.87,77.7,78,37.11,-0.38,-3.34,Safe
W035,04/06/2025 16:43,18.79,1.65,45.3,53.55,37.12,72.2,66.9,37.96,7.92,-2.21,Safe
W039,04/06/2025 16:43,21.43,1.08,74.21,63.16,35.31,84.8,84.3,35.22,0.59,0.26,Safe
W061,04/06/2025 16:44,20.97,8.3,124.41,59.9,38.23,92.5,85.2,37.69,8.57,1.43,Critical
W006,04/06/2025 16:44,23.33,2.26,30.32,65.59,38.33,65.7,65.5,37.91,0.31,1.11,Safe
W068,04/06/2025 16:45,23.07,2.09,109.99,57.99,36.58,84.5,88.6,35.97,-4.63,1.7,Safe
W083,04/06/2025 16:45,22.35,2.27,57.11,65.02,36.74,76.5,67.3,37.51,13.67,-2.05,Safe
W077,04/06/2025 16:46,25.04,1.69,86.12,84.96,36.5,70.1,68.6,36.47,2.19,0.08,Warning
W054,04/06/2025 16:46,25.8,4.92,142.47,55.6,36.32,80.9,75.3,37.27,7.44,-2.55,Warning
W083,04/06/2025 16:47,35.04,2.63,360.37,69.31,36.59,87.7,67.3,37.51,30.31,-2.45,Critical
W012,04/06/2025 16:47,29.64,1.24,79.84,72.75,35.71,89.2,72.3,36.1,23.37,-1.08,Warning
W029,04/06/2025 16:48,21.11,1.86,65.4,69.32,35.67,71.8,67.2,35.59,6.85,0.22,Safe
W064,04/06/2025 16:48,23.29,1.13,110.09,52.69,37.91,81.7,85.5,37.58,-4.44,0.88,Safe
W083,04/06/2025 16:49,26.08,2.42,49.34,68.81,37.13,67.6,67.3,37.51,0.45,-1.01,Safe
W090,04/06/2025 16:49,24.75,2.17,72.87,56.37,34.75,52,88.4,35.41,-41.18,-1.86,Critical
W050,04/06/2025 16:50,21.14,1.11,86.02,60.74,34.81,63.4,65.6,35.32,-3.35,-1.44,Safe
W032,04/06/2025 16:50,21.42,0.98,141.81,84.54,35.95,80.6,85.7,36.07,-5.95,-0.33,Warning
W036,04/06/2025 16:51,35.8,2.5,123.46,59.02,36.29,86.8,84.3,35.6,2.97,1.94,Critical
W013,04/06/2025 16:51,37.2,2.75,95.82,76.11,36.81,76.8,76.4,37.36,0.52,-1.47,Critical
W027,04/06/2025 16:52,24.75,12.12,125.86,67.04,36.63,80.7,88.5,37.68,-8.81,-2.79,Critical
W016,04/06/2025 16:52,21.71,1.93,76.57,62.09,35.6,69.5,80.2,35.51,-13.34,0.25,Safe
W045,04/06/2025 16:53,34.31,0.81,134.36,60.23,35.4,95.4,87.2,36.42,9.4,-2.8,Warning
W033,04/06/2025 16:53,25.58,1.5,69.92,64.46,35.7,75.1,72,36.63,4.31,-2.54,Safe
W011,04/06/2025 16:54,18.66,2.84,69.03,74.55,36.72,70.5,80.3,35.42,-12.2,3.67,Safe
W070,04/06/2025 16:54,18.46,0.01,116.14,58.63,38.18,81.3,74.1,37.92,9.72,0.69,Safe
W025,04/06/2025 16:55,20.1,1.3,256.19,57.01,36.4,71.9,78.7,35.55,-8.64,2.39,Warning
W025,04/06/2025 16:55,26.05,0.98,169.8,77.89,35.18,83.4,78.7,35.55,5.97,-1.04,Warning
W022,04/06/2025 16:56,23.89,1.84,55.62,77.93,39,70.8,65.9,37.73,7.44,3.37,Safe
W085,04/06/2025 16:56,22.06,1.21,146.91,61.02,38.01,68,66,36.77,3.03,3.37,Safe
W008,04/06/2025 16:57,25.73,1.56,98.89,81.42,34.56,74.6,69.5,35.55,7.34,-2.78,Warning
W048,04/06/2025 16:57,28.65,1.42,59.95,62.87,37.25,102.9,84.3,36.48,22.06,2.11,Warning
W043,04/06/2025 16:58,21.18,5.3,118.94,58.07,36.06,74.8,72.8,35.98,2.75,0.22,Warning
W064,04/06/2025 16:58,22.77,0.36,22.46,57.37,38.47,90.3,85.5,37.58,5.61,2.37,Safe
W060,04/06/2025 16:59,24.61,2.49,70.31,71.85,36.42,64.3,87.3,36.62,-26.35,-0.55,Warning
W071,04/06/2025 16:59,39.94,0.75,231.4,75.37,36.63,118.4,89.1,35.76,32.88,2.43,Critical
W065,04/06/2025 17:00,19.74,1.53,143.66,61.88,35.35,63.7,65.2,36.53,-2.3,-3.23,Safe
W008,04/06/2025 17:00,19.06,2.63,141.96,65.49,36.87,78.3,69.5,35.55,12.66,3.71,Safe
W062,04/06/2025 17:01,26.2,2.57,142.77,68.56,35.84,79,73,35.33,8.22,1.44,Safe
W020,04/06/2025 17:01,39.93,1.38,293.27,61.72,35.42,110.5,82.1,36.32,34.59,-2.48,Critical
W047,04/06/2025 17:02,30.4,1.31,60.82,72.12,37.77,87.3,84,36.68,3.93,2.97,Warning
W062,04/06/2025 17:02,30.37,1.22,54.7,69.38,35.23,85.5,73,35.33,17.12,-0.28,Warning
W086,04/06/2025 17:03,26.21,1.11,130.16,104.68,35.66,84.7,81.9,35.05,3.42,1.74,Critical
W044,04/06/2025 17:03,21.68,1.54,42.32,88.42,36.11,75.8,83.2,36.91,-8.89,-2.17,Critical
W039,04/06/2025 17:04,27.81,1.83,45.03,66.5,35.65,91.8,84.3,35.22,8.9,1.22,Warning
W003,04/06/2025 17:04,23.13,0.12,124.25,62.1,34.32,69.5,68.9,35.47,0.87,-3.24,Safe
W055,04/06/2025 17:05,20.48,1.62,118.97,67.33,33.42,77.6,70.7,35.23,9.76,-5.14,Warning
W088,04/06/2025 17:05,20.18,6.72,32.5,63.56,35.55,77.4,81.1,35.52,-4.56,0.08,Warning
W055,04/06/2025 17:06,23.24,1.55,22.03,57.24,36.59,63.4,70.7,35.23,-10.33,3.86,Safe
W002,04/06/2025 17:06,40.84,1.24,202.89,76.39,35.96,106.7,83.3,36.8,28.09,-2.28,Critical
W004,04/06/2025 17:07,24.14,1.8,85.59,77.15,41.61,66.1,66.5,37.6,-0.6,10.66,Critical
W066,04/06/2025 17:07,24.39,1.22,105.62,62.7,32.35,78.5,75.4,35.67,4.11,-9.31,Critical
W013,04/06/2025 17:08,23.05,1.3,141.66,63.21,38.15,37.9,76.4,37.36,-50.39,2.11,Critical
W047,04/06/2025 17:08,41.21,1.84,75.65,70.7,36.73,91.5,84,36.68,8.93,0.14,Critical
W021,04/06/2025 17:09,19.86,1.62,34.78,56.6,37.5,68.4,68.1,36.49,0.44,2.77,Safe
W001,04/06/2025 17:09,30.04,2.65,113,78.25,38.12,86.4,74.4,37.85,16.13,0.71,Warning
W007,04/06/2025 17:10,24.26,1.2,140.62,52.1,34.57,78.4,85.8,35.64,-8.62,-3,Safe
W057,04/06/2025 17:10,24.97,6.35,88.97,57.06,37.83,91.6,88.2,37.42,3.85,1.1,Warning
W037,04/06/2025 17:11,22.66,2.61,50.28,83.93,36.64,71.6,65.1,37.45,9.98,-2.16,Warning
W006,04/06/2025 17:11,32.8,1.77,89.59,78.97,38.41,67.3,65.5,37.91,2.75,1.32,Warning
W077,04/06/2025 17:12,25.1,2.18,43.95,63.84,35.4,40.5,68.6,36.47,-40.96,-2.93,Critical
W019,04/06/2025 17:12,25.62,4.04,57.02,65.41,35.4,76.4,72.6,35.29,5.23,0.31,Warning
W070,04/06/2025 17:13,22.49,10.04,53.83,74.32,38.87,77.6,74.1,37.92,4.72,2.51,Critical
W070,04/06/2025 17:13,23.11,2.38,74.54,103.89,37.96,67.1,74.1,37.92,-9.45,0.11,Critical
W014,04/06/2025 17:14,21.66,4.11,98.62,71.57,35.59,66.4,70,36.54,-5.14,-2.6,Warning
W033,04/06/2025 17:14,23.69,0.86,99.5,75.17,35.42,62.9,72,36.63,-12.64,-3.3,Safe
W078,04/06/2025 17:15,23.73,2.65,125.53,97.9,35.44,90.9,89.6,35.73,1.45,-0.81,Critical
W041,04/06/2025 17:15,22.33,2.62,48.04,68.22,40.53,87.4,86.6,36.87,0.92,9.93,Critical
W050,04/06/2025 17:16,21.23,1.04,75.7,69.22,31.26,60.8,65.6,35.32,-7.32,-11.49,Critical
W078,04/06/2025 17:16,24.56,2.44,323.87,59.06,35.73,84,89.6,35.73,-6.25,0,Critical
W024,04/06/2025 17:17,24.6,0.37,128.41,78.31,35.22,82.4,72.8,36.56,13.19,-3.67,Safe
W010,04/06/2025 17:17,26.25,3.68,98.86,61.74,36.72,71.4,75.8,35.87,-5.8,2.37,Warning
W075,04/06/2025 17:18,21.89,1.36,79.16,68.15,36.23,49.1,66.3,35.84,-25.94,1.09,Warning
W006,04/06/2025 17:18,35.73,2.31,332.32,75.23,38.73,91.3,65.5,37.91,39.39,2.16,Critical
W015,04/06/2025 17:19,26.26,1.46,239.11,75.83,34.24,78.4,79.8,35.14,-1.75,-2.56,Warning
W005,04/06/2025 17:19,22.25,2.58,272.9,58.9,36.45,81.4,80,37.12,1.75,-1.8,Warning
W056,04/06/2025 17:20,22.05,1.52,98.18,62.15,35.01,78.5,72.2,35.48,8.73,-1.32,Safe
W075,04/06/2025 17:20,25.93,2.8,54.96,94.98,35.39,61.6,66.3,35.84,-7.09,-1.26,Critical
W004,04/06/2025 17:21,18.04,0.7,35.98,75.67,37.78,72.8,66.5,37.6,9.47,0.48,Safe
W001,04/06/2025 17:21,22.96,8.11,39.4,69.3,37.79,76.1,74.4,37.85,2.28,-0.16,Critical
W082,04/06/2025 17:22,35.27,2.46,228.12,61.12,36.02,115.1,80.8,36.61,42.45,-1.61,Critical
W045,04/06/2025 17:22,42.11,1.13,81.46,63.85,35.59,83.1,87.2,36.42,-4.7,-2.28,Critical
W040,04/06/2025 17:23,25,2.59,278.15,60.43,34.92,80.8,74,35.35,9.19,-1.22,Warning
W048,04/06/2025 17:23,20.43,2.43,144.85,77.12,36.62,86,84.3,36.48,2.02,0.38,Safe
W076,04/06/2025 17:24,32.84,2.43,134.5,55.22,36.03,89,87.7,35.72,1.48,0.87,Warning
W029,04/06/2025 17:24,26.26,2.01,130.78,63.15,35.94,75.7,67.2,35.59,12.65,0.98,Safe
W086,04/06/2025 17:25,23.59,0.76,95.52,69.66,30.6,81.9,81.9,35.05,0,-12.7,Critical
W003,04/06/2025 17:25,20.8,4.44,134.61,77.12,35.24,62.9,68.9,35.47,-8.71,-0.65,Warning
W066,04/06/2025 17:26,20.33,1.44,209.6,78.06,36.33,71.1,75.4,35.67,-5.7,1.85,Warning
W069,04/06/2025 17:26,29.35,2.37,67.55,60.3,38,74.4,78,37.11,-4.62,2.4,Warning
W025,04/06/2025 17:27,20.14,2.69,96.57,79.89,36.31,88.3,78.7,35.55,12.2,2.14,Safe
W043,04/06/2025 17:27,19.67,1.98,115.85,73.62,36.02,73.4,72.8,35.98,0.82,0.11,Safe
W025,04/06/2025 17:28,25.31,2,46.76,73.71,36.21,89,78.7,35.55,13.09,1.86,Safe
W005,04/06/2025 17:28,23.9,1.97,426.44,74.23,36.89,85.5,80,37.12,6.88,-0.62,Critical
W013,04/06/2025 17:29,23.35,7.58,99.34,70.96,36.62,81.9,76.4,37.36,7.2,-1.98,Warning
W019,04/06/2025 17:29,24.68,9.05,91.67,71.86,35.82,74.8,72.6,35.29,3.03,1.5,Critical
W054,04/06/2025 17:30,25.64,2.42,65.11,84.67,36.26,70.9,75.3,37.27,-5.84,-2.71,Warning
W036,04/06/2025 17:30,22.69,2.09,70.33,65.99,36.11,50.3,84.3,35.6,-40.33,1.43,Critical
W008,04/06/2025 17:31,33.35,2.52,330.39,64.74,35,97.8,69.5,35.55,40.72,-1.55,Critical
W002,04/06/2025 17:31,20.36,7.59,135.73,73.24,36.96,77.8,83.3,36.8,-6.6,0.43,Warning
W069,04/06/2025 17:32,23.95,8.31,119.96,56,36.42,82.5,78,37.11,5.77,-1.86,Critical
W078,04/06/2025 17:32,20.88,2.09,128.94,58.61,35.89,57.1,89.6,35.73,-36.27,0.45,Critical
W052,04/06/2025 17:33,22.57,2.43,85.78,72.88,35.11,69.7,72.9,36.53,-4.39,-3.89,Safe
W079,04/06/2025 17:33,21.21,12.82,66.37,77.1,36.9,86.6,81.8,37.28,5.87,-1.02,Critical
W062,04/06/2025 17:34,19.73,1.18,49.18,54.47,34.23,64.9,73,35.33,-11.1,-3.11,Safe
W023,04/06/2025 17:34,25.1,0.69,66.93,60.31,37.21,39.1,71.5,36.99,-45.31,0.59,Critical
W059,04/06/2025 17:35,28.93,2.79,39.4,67.54,34.59,101.7,85.1,35.56,19.51,-2.73,Warning
W002,04/06/2025 17:35,30.4,2.67,62.26,60.76,37.31,97.5,83.3,36.8,17.05,1.39,Warning
W057,04/06/2025 17:36,21.59,1.02,67.47,72.7,37.56,94.5,88.2,37.42,7.14,0.37,Safe
W010,04/06/2025 17:36,29.8,1.95,112.99,77.07,35.8,90.1,75.8,35.87,18.87,-0.2,Warning
W002,04/06/2025 17:37,26.01,6.29,114.77,68.01,36.48,88.7,83.3,36.8,6.48,-0.87,Warning
W068,04/06/2025 17:37,25.34,2.01,100.15,80.25,36.85,92.2,88.6,35.97,4.06,2.45,Warning
W088,04/06/2025 17:38,23.31,1.45,118.72,69.17,35.64,72.8,81.1,35.52,-10.23,0.34,Safe
W030,04/06/2025 17:38,23.35,1.45,286.34,75.39,36.18,64.6,66.1,35.98,-2.27,0.56,Warning
W072,04/06/2025 17:39,23.61,0.38,63.8,70.36,36.1,79.3,77.4,35.9,2.45,0.56,Safe
W030,04/06/2025 17:39,25.32,12.68,53.68,64.27,35.42,71.6,66.1,35.98,8.32,-1.56,Critical
W071,04/06/2025 17:40,23.27,1.59,248.51,76.16,35.81,92.2,89.1,35.76,3.48,0.14,Warning
W016,04/06/2025 17:40,23.23,12.7,111.5,58.08,36.15,87.3,80.2,35.51,8.85,1.8,Critical
W030,04/06/2025 17:41,21.7,3.9,64.28,64.2,36.87,63.4,66.1,35.98,-4.08,2.47,Warning
W079,04/06/2025 17:41,25.78,1.48,22.3,77.71,37.28,75.4,81.8,37.28,-7.82,0,Safe
W023,04/06/2025 17:42,41.33,1.59,120.31,73.43,37.9,73.2,71.5,36.99,2.38,2.46,Critical
W012,04/06/2025 17:42,33.77,2.73,109.17,70.75,35.8,66.7,72.3,36.1,-7.75,-0.83,Warning
W064,04/06/2025 17:43,34.03,1.82,136.97,64.45,38.54,77.5,85.5,37.58,-9.36,2.55,Warning
W032,04/06/2025 17:43,30.59,1.56,42.68,71.93,35.94,102.8,85.7,36.07,19.95,-0.36,Warning
W013,04/06/2025 17:44,20.04,0.85,123.96,72.42,36.44,75,76.4,37.36,-1.83,-2.46,Safe
W021,04/06/2025 17:44,23.12,1.16,126.41,69.1,37.66,68.6,68.1,36.49,0.73,3.21,Safe
W058,04/06/2025 17:45,23.13,1.81,90.8,92.07,38.05,85.8,80.8,37.61,6.19,1.17,Critical
W052,04/06/2025 17:45,22.06,2.15,50.39,70.68,35.72,39.8,72.9,36.53,-45.4,-2.22,Critical
W064,04/06/2025 17:46,21.9,2.79,135.18,74.37,36.54,48.7,85.5,37.58,-43.04,-2.77,Critical
W052,04/06/2025 17:46,22.09,0.74,60.95,94.36,37.54,76.3,72.9,36.53,4.66,2.76,Critical
W010,04/06/2025 17:47,25.58,2.07,91.89,81.86,36.21,81.6,75.8,35.87,7.65,0.95,Warning
W081,04/06/2025 17:47,25.84,2.13,488.3,67.24,37.05,77,74.2,36.9,3.77,0.41,Critical
W040,04/06/2025 17:48,22.27,1.28,125.24,93.52,34.49,68.9,74,35.35,-6.89,-2.43,Critical
W038,04/06/2025 17:48,21.71,2.7,538.18,59,37.54,84.5,82.7,37.19,2.18,0.94,Critical
W049,04/06/2025 17:49,31.15,2.77,120.18,64.93,36.81,90.7,78.1,36.28,16.13,1.46,Warning
W019,04/06/2025 17:49,20.72,1.3,88.32,72.84,34.92,75.3,72.6,35.29,3.72,-1.05,Safe
W060,04/06/2025 17:50,35.07,1.59,257.96,65.61,37.51,125.3,87.3,36.62,43.53,2.43,Critical
W012,04/06/2025 17:50,27.44,1.55,115.48,74.16,35.07,90,72.3,36.1,24.48,-2.85,Warning
W031,04/06/2025 17:51,24.34,1.2,142.27,56.6,35.94,69.4,74.7,35.81,-7.1,0.36,Safe
W073,04/06/2025 17:51,24.72,10.48,104.71,69.29,35.33,78.8,72.1,35.11,9.29,0.63,Critical
W066,04/06/2025 17:52,21.5,0.31,51.89,71.59,34.28,71.4,75.4,35.67,-5.31,-3.9,Safe
W030,04/06/2025 17:52,24.93,0.72,124.64,58.29,35.17,85.3,66.1,35.98,29.05,-2.25,Warning
W089,04/06/2025 17:53,25.53,0.61,43.19,67.38,35.13,71.2,82.3,36.16,-13.49,-2.85,Safe
W033,04/06/2025 17:53,24.83,2.25,33.08,64.74,39.78,69.4,72,36.63,-3.61,8.6,Critical
W034,04/06/2025 17:54,20.99,0.74,120.46,75.24,36.34,49.3,68.5,37.41,-28.03,-2.86,Warning
W059,04/06/2025 17:54,23.35,1.19,41.53,67.22,34.24,89.9,85.1,35.56,5.64,-3.71,Safe
W001,04/06/2025 17:55,22.03,1.58,82.29,62.04,36.57,67.6,74.4,37.85,-9.14,-3.38,Safe
W012,04/06/2025 17:55,26.07,0.91,131.09,80.51,35.85,68.9,72.3,36.1,-4.7,-0.69,Warning
W040,04/06/2025 17:56,18.42,1.92,92.06,54.45,34.2,72.6,74,35.35,-1.89,-3.25,Safe
W067,04/06/2025 17:56,21.61,2.47,466.75,61.31,35.35,70.5,68,36.01,3.68,-1.83,Critical
W022,04/06/2025 17:57,20.65,1.9,57.69,59.07,40.12,67.9,65.9,37.73,3.03,6.33,Warning
W058,04/06/2025 17:57,33.36,2.09,43.1,64.13,38.59,88,80.8,37.61,8.91,2.61,Warning
W037,04/06/2025 17:58,25.02,6.6,81.44,69.62,37.79,61.9,65.1,37.45,-4.92,0.91,Warning
W075,04/06/2025 17:58,21.05,1.64,579.03,73.46,35.17,60,66.3,35.84,-9.5,-1.87,Critical
W016,04/06/2025 17:59,24.67,0.82,97.71,55.1,33.08,86.1,80.2,35.51,7.36,-6.84,Warning
W084,04/06/2025 17:59,23.02,4.16,94.17,66.31,36.34,75.7,73,35.56,3.7,2.19,Warning
W032,04/06/2025 18:00,20.74,1.27,320.82,64.12,36.96,93,85.7,36.07,8.52,2.47,Critical
W069,04/06/2025 18:00,21.68,0.93,116.83,60.8,37.87,71.4,78,37.11,-8.46,2.05,Safe
W051,04/06/2025 18:01,29.07,1.45,41.97,56.5,36.05,81.4,65.8,36.91,23.71,-2.33,Warning
W087,04/06/2025 18:01,22.19,1.03,291.79,67.96,34.64,84.9,77.8,35.68,9.13,-2.91,Warning
W056,04/06/2025 18:02,23.73,12.55,110.39,74.62,35.62,68.4,72.2,35.48,-5.26,0.39,Critical
W069,04/06/2025 18:02,25.29,10.41,34.41,64.19,37.05,72.8,78,37.11,-6.67,-0.16,Critical
W046,04/06/2025 18:03,41.89,1.37,133.31,74.6,36.64,69.4,68,37.14,2.06,-1.35,Critical
W010,04/06/2025 18:03,31.41,1.15,69.22,68.12,35.36,93.5,75.8,35.87,23.35,-1.42,Warning
